branch_id,seat_type,category_code,percentile,is_tfws,is_ews
0101261210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSEBCO,65.9366282,False,False
0101261210,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,58.1588042,False,False
0101261210,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,62.795808,False,False
0101261210,State Level,DEFOPENS,63.0701676,False,False
0101261210,State Level,DEFOBCS,21.3531102,False,False
0101261210,State Level,TFWS,64.6500162,True,False
0101261210,State Level,ORPHAN,65.2298851,False,False
0101261210,State Level,EWS,60.1291862,False,True
0110124210,Home University Seats Allotted to Home University Candidates,GOPENH,94.8262965,False,False
0110124210,Home University Seats Allotted to Home University Candidates,GOBCH,93.8767748,False,False
0110124210,Home University Seats Allotted to Home University Candidates,LOPENH,94.5996586,False,False
0110124210,Home University Seats Allotted to Home University Candidates,LSEBCH,79.3458895,False,False
0110124610,Home University Seats Allotted to Home University Candidates,GSCH,85.3426422,False,False
0110124610,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,93.6359026,False,False
0110124610,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,81.7098306,False,False
0110124610,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,82.1766955,False,False
0110135610,Home University Seats Allotted to Home University Candidates,GOBCH,87.5598503,False,False
0110137210,Home University Seats Allotted to Home University Candidates,GOPENH,90.3886926,False,False
0110137210,Home University Seats Allotted to Home University Candidates,GOBCH,88.5679854,False,False
0110137210,Home University Seats Allotted to Home University Candidates,LOPENH,91.1268781,False,False
0110137210,Home University Seats Allotted to Home University Candidates,PWDOPENH,88.6037289,False,False
0110137210,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,73.3652047,False,False
0110137210,State Level,EWS,79.1872032,False,True
0110161210,Home University Seats Allotted to Home University Candidates,GSCH,63.2687832,False,False
0110161210,Home University Seats Allotted to Other Than Home University Candidates,LVJH,22.5020163,False,False
0110161210,Home University Seats Allotted to Other Than Home University Candidates,LSEBCH,46.3657898,False,False
0110161210,Other Than Home University Seats Allotted to Home University Candidates,LSCO,77.1713278,False,False
0110519110,State Level,GOPENS,70.8722936,False,False
0110519110,State Level,GOBCS,70.4092512,False,False
0110519110,State Level,LOPENS,77.8250739,False,False
0110519110,State Level,DEFOPENS,81.1614491,False,False
0110519110,State Level,TFWS,32.8344132,True,False
0110519110,State Level,EWS,70.4092512,False,True
0110524210,State Level,GOPENS,91.8342241,False,False
0110524210,State Level,GSTS,46.3828235,False,False
0110524210,State Level,GOBCS,91.1978661,False,False
0110524210,State Level,GSEBCS,76.933232,False,False
0110524210,State Level,LOPENS,93.0070517,False,False
0110524210,State Level,LSCS,91.0655077,False,False
0110524210,State Level,LSEBCS,74.6830629,False,False
0110524210,State Level,DEFSEBCS,89.3907269,False,False
0110524210,State Level,EWS,73.112247,False,True
0110524610,State Level,GOPENS,89.4907774,False,False
0110524610,State Level,GSTS,33.5585964,False,False
0110524610,State Level,GNT1S,83.639399,False,False
0110524610,State Level,GSEBCS,67.294477,False,False
0110524610,State Level,LOPENS,89.778798,False,False
0110524610,State Level,LSTS,40.99476,False,False
0110524610,State Level,LNT3S,72.3242844,False,False
0110524610,State Level,LOBCS,89.3223371,False,False
0110524610,State Level,EWS,70.8722936,False,True
0110526310,State Level,GOPENS,85.2125768,False,False
0110526310,State Level,GSCS,81.9801476,False,False
0110526310,State Level,GNT3S,73.3652047,False,False
0110526310,State Level,GOBCS,84.5114907,False,False
0110526310,State Level,GSEBCS,63.2687832,False,False
0110526310,State Level,LOPENS,86.7139959,False,False
0110526310,State Level,LSTS,86.1764583,False,False
0110526310,State Level,LOBCS,57.3310702,False,False
0110526310,State Level,LSEBCS,65.8812284,False,False
0110526310,State Level,DEFOPENS,85.5052176,False,False
0110526310,State Level,EWS,84.1907754,False,True
0110526710,State Level,GOBCS,83.1983982,False,False
0110526710,State Level,LOPENS,88.9034341,False,False
0110526710,State Level,PWDOPENS,85.5352459,False,False
0110537210,State Level,GOPENS,83.5806009,False,False
0110537210,State Level,GSTS,15.1214416,False,False
0110537210,State Level,GVJS,69.2652564,False,False
0110537210,State Level,GOBCS,82.6959019,False,False
0110537210,State Level,LOPENS,83.639399,False,False
0110537210,State Level,LSEBCS,71.3988776,False,False
0110537210,State Level,PWDOPENS,83.639399,False,False
0110537210,State Level,ORPHAN,81.9801476,False,False
0110537210,State Level,EWS,82.6959019,False,True
0110561210,State Level,GOPENS,69.2652564,False,False
0110561210,State Level,GSCS,66.4751458,False,False
0110561210,State Level,GSTS,52.2046883,False,False
0110561210,State Level,GVJS,67.8440824,False,False
0110561210,State Level,GOBCS,68.4785771,False,False
0110561210,State Level,GSEBCS,56.9588351,False,False
0110561210,State Level,LOPENS,50.6004122,False,False
0110561210,State Level,LSCS,67.8440824,False,False
0110561210,State Level,LSTS,67.6869909,False,False
0110561210,State Level,LNT2S,65.3627105,False,False
0110561210,State Level,LOBCS,65.2298851,False,False
0110561210,State Level,LSEBCS,67.6158803,False,False
0110561210,State Level,PWDOPENS,65.5460439,False,False
0110561210,State Level,DEFOPENS,65.2878345,False,False
0110724210,State Level,GOPENS,86.8966951,False,False
0110724210,State Level,GSCS,82.0158422,False,False
0110724210,State Level,GSTS,68.9053056,False,False
0110724210,State Level,GOBCS,86.8966951,False,False
0110724210,State Level,LSCS,84.0259309,False,False
0110724210,State Level,LOBCS,94.5996586,False,False
