branch_id,college_code,branch_name
0410429310,04104,Electrical Engineering
0410437010,04104,Electronics and Communication Engineering
0410461210,04104,Mechanical Engineering
0411619110,04116,Civil Engineering
0411624210,04116,Computer Science and Engineering
0411624610,04116,Information Technology
0411626010,04116,Computer Science and Engineering (Cyber Security)
0411626710,04116,Computer Science and Engineering (IoT)
0411629310,04116,Electrical Engineering
0411637210,04116,Electronics and Telecommunication Engg
0411637610,04116,Electronics Engineering
0411661210,04116,Mechanical Engineering
0411691110,04116,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0411691310,04116,Computer Science and Engineering (Artificial Intelligence)
0411691710,04116,Data Science
0411699710,04116,Artificial Intelligence
0411819110,04118,Civil Engineering
0411824510,04118,Computer Engineering
0411829310,04118,Electrical Engineering
0411837210,04118,Electronics and Telecommunication Engg
0411861210,04118,Mechanical Engineering
0412300210,04123,Aeronautical Engineering
0412308210,04123,Bio Technology
0412319110,04123,Civil Engineering
0412324210,04123,Computer Science and Engineering
0412324610,04123,Information Technology
0412325110,04123,Computer Technology
0412326510,04123,Industrial IoT
0412326610,04123,Robotics and Artificial Intelligence
0412329310,04123,Electrical Engineering
0412337010,04123,Electronics and Communication Engineering
0412337210,04123,Electronics and Telecommunication Engg
0412350710,04123,Chemical Engineering
0412361210,04123,Mechanical Engineering
0412399510,04123,Artificial Intelligence and Data Science
0413319110,04133,Civil Engineering
0413324210,04133,Computer Science and Engineering
0413324510,04133,Computer Engineering
0413329310,04133,Electrical Engineering
0413337210,04133,Electronics and Telecommunication Engg
0413361210,04133,Mechanical Engineering
0413424210,04134,Computer Science and Engineering
0413424610,04134,Information Technology
0413429310,04134,Electrical Engineering
0413437210,04134,Electronics and Telecommunication Engg
0413491210,04134,Computer Science and Engineering(Data Science)
0413499710,04134,Artificial Intelligence
0413519110,04135,Civil Engineering
0413524210,04135,Computer Science and Engineering
0413524610,04135,Information Technology
0413529310,04135,Electrical Engineering
0413537210,04135,Electronics and Telecommunication Engg
0413561210,04135,Mechanical Engineering
0413619110,04136,Civil Engineering
0413624210,04136,Computer Science and Engineering
0413629310,04136,Electrical Engineering
0413637210,04136,Electronics and Telecommunication Engg
0413699710,04136,Artificial Intelligence
0413724210,04137,Computer Science and Engineering
0413729310,04137,Electrical Engineering
0413737210,04137,Electronics and Telecommunication Engg
0413761210,04137,Mechanical Engineering
0413791110,04137,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0413791210,04137,Computer Science and Engineering(Data Science)
0413819110,04138,Civil Engineering
0413824210,04138,Computer Science and Engineering
0413824610,04138,Information Technology
0413829310,04138,Electrical Engineering
0413837210,04138,Electronics and Telecommunication Engg
0413861210,04138,Mechanical Engineering
0413891210,04138,Computer Science and Engineering(Data Science)
0413899710,04138,Artificial Intelligence
0413924210,04139,Computer Science and Engineering
0413929310,04139,Electrical Engineering
0413961210,04139,Mechanical Engineering
0413984410,04139,Electronics and Computer Engineering
0413991110,04139,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0413992810,04139,Electronics and Communication(Advanced Communication Technology)
0414119110,04141,Civil Engineering
0414124510,04141,Computer Engineering
0414161210,04141,Mechanical Engineering
0414199510,04141,Artificial Intelligence and Data Science
0414219110,04142,Civil Engineering
0414224210,04142,Computer Science and Engineering
0414224610,04142,Information Technology
0414229310,04142,Electrical Engineering
0414237210,04142,Electronics and Telecommunication Engg
0414261210,04142,Mechanical Engineering
0414291010,04142,Computer Science and Engineering(Cyber Security)
0414291710,04142,Data Science
0414299710,04142,Artificial Intelligence
0414319110,04143,Civil Engineering
0414324510,04143,Computer Engineering
0414329310,04143,Electrical Engineering
0414337210,04143,Electronics and Telecommunication Engg
0414419110,04144,Civil Engineering
0414424210,04144,Computer Science and Engineering
0414424610,04144,Information Technology
0414429310,04144,Electrical Engineering
0414461210,04144,Mechanical Engineering
0414519110,04145,Civil Engineering
0414524210,04145,Computer Science and Engineering
0414529310,04145,Electrical Engineering
0414537210,04145,Electronics and Telecommunication Engg
0414561210,04145,Mechanical Engineering
0414599510,04145,Artificial Intelligence and Data Science
0414719110,04147,Civil Engineering
0414724210,04147,Computer Science and Engineering
0414724610,04147,Information Technology
0414729310,04147,Electrical Engineering
0414737210,04147,Electronics and Telecommunication Engg
0414761210,04147,Mechanical Engineering
0414799510,04147,Artificial Intelligence and Data Science
0415100210,04151,Aeronautical Engineering
0415108210,04151,Bio Technology
0415119110,04151,Civil Engineering
0415124210,04151,Computer Science and Engineering
0415124610,04151,Information Technology
0415129310,04151,Electrical Engineering
0415137010,04151,Electronics and Communication Engineering
0415161210,04151,Mechanical Engineering
0415191210,04151,Computer Science and Engineering(Data Science)
0415192110,04151,Artificial Intelligence and Machine Learning
0416319110,04163,Civil Engineering
0416324210,04163,Computer Science and Engineering
0416329310,04163,Electrical Engineering
0416337010,04163,Electronics and Communication Engineering
0416361210,04163,Mechanical Engineering
0416370110,04163,Mining Engineering
0416391210,04163,Computer Science and Engineering(Data Science)
0416719110,04167,Civil Engineering
0416724210,04167,Computer Science and Engineering
0416724610,04167,Information Technology
0416725110,04167,Computer Technology
0416725710,04167,Computer Science and Design
0416726710,04167,Computer Science and Engineering (IoT)
0416735610,04167,Electrical Engg[Electronics and Power]
0416737210,04167,Electronics and Telecommunication Engg
0416737610,04167,Electronics Engineering
0416737810,04167,Electronics Engineering ( VLSI Design and Technology)
0416761210,04167,Mechanical Engineering
0416791110,04167,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0416799510,04167,Artificial Intelligence and Data Science
0417219110,04172,Civil Engineering
0417224210,04172,Computer Science and Engineering
0417226310,04172,Artificial Intelligence (AI) and Data Science
0417229310,04172,Electrical Engineering
0417237210,04172,Electronics and Telecommunication Engg
0417261210,04172,Mechanical Engineering
0417419110,04174,Civil Engineering
0417424510,04174,Computer Engineering
0417424610,04174,Information Technology
0417426010,04174,Computer Science and Engineering (Cyber Security)
0417426210,04174,Computer Science and Business Systems
0417426510,04174,Industrial IoT
0417429310,04174,Electrical Engineering
0417437210,04174,Electronics and Telecommunication Engg
0417461210,04174,Mechanical Engineering
0417491210,04174,Computer Science and Engineering(Data Science)
0417499710,04174,Artificial Intelligence
0417519110,04175,Civil Engineering
0417524210,04175,Computer Science and Engineering
0417537210,04175,Electronics and Telecommunication Engg
0417561210,04175,Mechanical Engineering
0417719110,04177,Civil Engineering
0417724210,04177,Computer Science and Engineering
0417724610,04177,Information Technology
0417737010,04177,Electronics and Communication Engineering
0417761210,04177,Mechanical Engineering
0418119110,04181,Civil Engineering
0418124510,04181,Computer Engineering
0418137210,04181,Electronics and Telecommunication Engg
0418161210,04181,Mechanical Engineering
0418824210,04188,Computer Science and Engineering
0418829310,04188,Electrical Engineering
0418837210,04188,Electronics and Telecommunication Engg
0418850310,04188,Food Technology
0418861210,04188,Mechanical Engineering
0418870110,04188,Mining Engineering
0419019110,04190,Civil Engineering
0419024210,04190,Computer Science and Engineering
0419061210,04190,Mechanical Engineering
0419219110,04192,Civil Engineering
0419224210,04192,Computer Science and Engineering
0419235610,04192,Electrical Engg[Electronics and Power]
0419261210,04192,Mechanical Engineering
0419291110,04192,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0419324210,04193,Computer Science and Engineering
0419329310,04193,Electrical Engineering
0419337010,04193,Electronics and Communication Engineering
0419361210,04193,Mechanical Engineering
0419391110,04193,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0419391210,04193,Computer Science and Engineering(Data Science)
0419619110,04196,Civil Engineering
0419624210,04196,Computer Science and Engineering
0419637210,04196,Electronics and Telecommunication Engg
0419661210,04196,Mechanical Engineering
0419691010,04196,Computer Science and Engineering(Cyber Security)
0419691210,04196,Computer Science and Engineering(Data Science)
0419692110,04196,Artificial Intelligence and Machine Learning
0419719110,04197,Civil Engineering
0419724210,04197,Computer Science and Engineering
0419729310,04197,Electrical Engineering
0419737010,04197,Electronics and Communication Engineering
0428519110,04285,Civil Engineering
0428524610,04285,Information Technology
0428529310,04285,Electrical Engineering
0428561210,04285,Mechanical Engineering
0430219110,04302,Civil Engineering
0430224510,04302,Computer Engineering
0430261210,04302,Mechanical Engineering
0461319110,04613,Civil Engineering
0461324510,04613,Computer Engineering
0461326510,04613,Industrial IoT
0461329310,04613,Electrical Engineering
0461337210,04613,Electronics and Telecommunication Engg
0461361210,04613,Mechanical Engineering
0461391210,04613,Computer Science and Engineering(Data Science)
0464824210,04648,Computer Science and Engineering
0464824610,04648,Information Technology
0464829310,04648,Electrical Engineering
0464861210,04648,Mechanical Engineering
0464919110,04649,Civil Engineering
0464924510,04649,Computer Engineering
0464929310,04649,Electrical Engineering
0464961210,04649,Mechanical Engineering
0467919110,04679,Civil Engineering
0467924210,04679,Computer Science and Engineering
0467929310,04679,Electrical Engineering
0467993610,04679,Fire Engineering
0467999710,04679,Artificial Intelligence
0470324210,04703,Computer Science and Engineering
0470329310,04703,Electrical Engineering
0470370110,04703,Mining Engineering
0470392110,04703,Artificial Intelligence and Machine Learning
0500350310,05003,Food Technology
0500350710,05003,Chemical Engineering
0500350810,05003,Plastic Technology
0500351810,05003,Oil Fats and Waxes Technology
0500352310,05003,Paints Technology
0500419110,05004,Civil Engineering
0500424510,05004,Computer Engineering
0500429310,05004,Electrical Engineering
0500437210,05004,Electronics and Telecommunication Engg
0500446610,05004,Instrumentation Engineering
0500461210,05004,Mechanical Engineering
0510319110,05103,Civil Engineering
0510324510,05103,Computer Engineering
0510337210,05103,Electronics and Telecommunication Engg
0510337610,05103,Electronics Engineering
0510361210,05103,Mechanical Engineering
0510384410,05103,Electronics and Computer Engineering
0510419110,05104,Civil Engineering
0510424510,05104,Computer Engineering
0510429310,05104,Electrical Engineering
0510437210,05104,Electronics and Telecommunication Engg
0510450710,05104,Chemical Engineering
0510461210,05104,Mechanical Engineering
0510624510,05106,Computer Engineering
0510629310,05106,Electrical Engineering
0510661210,05106,Mechanical Engineering
0510684410,05106,Electronics and Computer Engineering
0510691210,05106,Computer Science and Engineering(Data Science)
0510819110,05108,Civil Engineering
0510824510,05108,Computer Engineering
0510824610,05108,Information Technology
0510826310,05108,Artificial Intelligence (AI) and Data Science
0510829310,05108,Electrical Engineering
0510837210,05108,Electronics and Telecommunication Engg
0510846410,05108,Instrumentation and Control Engineering
0510861210,05108,Mechanical Engineering
0510919110,05109,Civil Engineering
0510924510,05109,Computer Engineering
0510924610,05109,Information Technology
0510929310,05109,Electrical Engineering
0510937210,05109,Electronics and Telecommunication Engg
0510956610,05109,Computer Science
0510961210,05109,Mechanical Engineering
0510991610,05109,Automation and Robotics
0510992110,05109,Artificial Intelligence and Machine Learning
0510999510,05109,Artificial Intelligence and Data Science
0512119110,05121,Civil Engineering
0512121910,05121,Robotics and Automation
0512124510,05121,Computer Engineering
0512124610,05121,Information Technology
0512125710,05121,Computer Science and Design
0512129310,05121,Electrical Engineering
0512137210,05121,Electronics and Telecommunication Engg
0512150710,05121,Chemical Engineering
0512161210,05121,Mechanical Engineering
0512199510,05121,Artificial Intelligence and Data Science
0512419110,05124,Civil Engineering
0512424510,05124,Computer Engineering
0512424610,05124,Information Technology
0512429310,05124,Electrical Engineering
0512461210,05124,Mechanical Engineering
0512462410,05124,Mechatronics Engineering
0512484410,05124,Electronics and Computer Engineering
0512524510,05125,Computer Engineering
0512524610,05125,Information Technology
0512550710,05125,Chemical Engineering
0512584410,05125,Electronics and Computer Engineering
0513019110,05130,Civil Engineering
0513024510,05130,Computer Engineering
0513029310,05130,Electrical Engineering
0513061210,05130,Mechanical Engineering
0513919110,05139,Civil Engineering
0513924510,05139,Computer Engineering
0513924610,05139,Information Technology
0513937210,05139,Electronics and Telecommunication Engg
0513946410,05139,Instrumentation and Control Engineering
0513950710,05139,Chemical Engineering
0513961210,05139,Mechanical Engineering
0513984410,05139,Electronics and Computer Engineering
0513991610,05139,Automation and Robotics
0513999510,05139,Artificial Intelligence and Data Science
0515119110,05151,Civil Engineering
0515124510,05151,Computer Engineering
0515124610,05151,Information Technology
0515129310,05151,Electrical Engineering
0515137210,05151,Electronics and Telecommunication Engg
0515161210,05151,Mechanical Engineering
0515199510,05151,Artificial Intelligence and Data Science
0515219110,05152,Civil Engineering
0515224210,05152,Computer Science and Engineering
0515224610,05152,Information Technology
0515229310,05152,Electrical Engineering
0515237210,05152,Electronics and Telecommunication Engg
0515261210,05152,Mechanical Engineering
0515291110,05152,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0515291210,05152,Computer Science and Engineering(Data Science)
0515291310,05152,Computer Science and Engineering (Artificial Intelligence)
0516019110,05160,Civil Engineering
0516024510,05160,Computer Engineering
0516024610,05160,Information Technology
0516029310,05160,Electrical Engineering
0516061210,05160,Mechanical Engineering
0516062410,05160,Mechatronics Engineering
0516084410,05160,Electronics and Computer Engineering
0516091510,05160,Structural Engineering
0516119110,05161,Civil Engineering
0516124510,05161,Computer Engineering
0516124610,05161,Information Technology
0516125710,05161,Computer Science and Design
0516129310,05161,Electrical Engineering
0516137210,05161,Electronics and Telecommunication Engg
0516137810,05161,Electronics Engineering ( VLSI Design and Technology)
0516161210,05161,Mechanical Engineering
0516199510,05161,Artificial Intelligence and Data Science
0516219110,05162,Civil Engineering
0516224510,05162,Computer Engineering
0516224610,05162,Information Technology
0516229310,05162,Electrical Engineering
0516237210,05162,Electronics and Telecommunication Engg
0516261210,05162,Mechanical Engineering
0516284410,05162,Electronics and Computer Engineering
0516291610,05162,Automation and Robotics
0516299510,05162,Artificial Intelligence and Data Science
0516419110,05164,Civil Engineering
0516424510,05164,Computer Engineering
0516429310,05164,Electrical Engineering
0516437210,05164,Electronics and Telecommunication Engg
0516446610,05164,Instrumentation Engineering
0516461210,05164,Mechanical Engineering
0516819110,05168,Civil Engineering
0516824510,05168,Computer Engineering
0516837210,05168,Electronics and Telecommunication Engg
0516919110,05169,Civil Engineering
0516924510,05169,Computer Engineering
0516929310,05169,Electrical Engineering
0516937210,05169,Electronics and Telecommunication Engg
0516961210,05169,Mechanical Engineering
0517019110,05170,Civil Engineering
0517024210,05170,Computer Science and Engineering
0517029310,05170,Electrical Engineering
0517037210,05170,Electronics and Telecommunication Engg
0517061210,05170,Mechanical Engineering
0517084410,05170,Electronics and Computer Engineering
0517091210,05170,Computer Science and Engineering(Data Science)
0517124510,05171,Computer Engineering
0517126310,05171,Artificial Intelligence (AI) and Data Science
0517129310,05171,Electrical Engineering
0517137210,05171,Electronics and Telecommunication Engg
0517161210,05171,Mechanical Engineering
0517219110,05172,Civil Engineering
0517224510,05172,Computer Engineering
0517224610,05172,Information Technology
0517229310,05172,Electrical Engineering
0517237210,05172,Electronics and Telecommunication Engg
0517261210,05172,Mechanical Engineering
0517291210,05172,Computer Science and Engineering(Data Science)
0517292110,05172,Artificial Intelligence and Machine Learning
0517299510,05172,Artificial Intelligence and Data Science
0517319110,05173,Civil Engineering
0517324510,05173,Computer Engineering
0517337210,05173,Electronics and Telecommunication Engg
0517361210,05173,Mechanical Engineering
0517399510,05173,Artificial Intelligence and Data Science
0517719110,05177,Civil Engineering
0517724510,05177,Computer Engineering
0517724610,05177,Information Technology
0517729310,05177,Electrical Engineering
0517737210,05177,Electronics and Telecommunication Engg
0517761210,05177,Mechanical Engineering
0517784410,05177,Electronics and Computer Engineering
0517799510,05177,Artificial Intelligence and Data Science
0517919110,05179,Civil Engineering
0517924510,05179,Computer Engineering
0517926310,05179,Artificial Intelligence (AI) and Data Science
0517961210,05179,Mechanical Engineering
0517984410,05179,Electronics and Computer Engineering
0518119110,05181,Civil Engineering
0518124510,05181,Computer Engineering
0518129310,05181,Electrical Engineering
0518137210,05181,Electronics and Telecommunication Engg
0518161210,05181,Mechanical Engineering
0518199510,05181,Artificial Intelligence and Data Science
0518219110,05182,Civil Engineering
0518224510,05182,Computer Engineering
0518226310,05182,Artificial Intelligence (AI) and Data Science
0518229310,05182,Electrical Engineering
0518237210,05182,Electronics and Telecommunication Engg
0518261210,05182,Mechanical Engineering
0518419110,05184,Civil Engineering
0518424510,05184,Computer Engineering
0518429310,05184,Electrical Engineering
0518437210,05184,Electronics and Telecommunication Engg
0518461210,05184,Mechanical Engineering
0524425710,05244,Computer Science and Design
0524491610,05244,Automation and Robotics
0524492210,05244,Civil and Environmental Engineering
0524924510,05249,Computer Engineering
0524929310,05249,Electrical Engineering
0525624510,05256,Computer Engineering
0525624610,05256,Information Technology
0526324510,05263,Computer Engineering
0526329310,05263,Electrical Engineering
0526337210,05263,Electronics and Telecommunication Engg
0530319110,05303,Civil Engineering
0530324510,05303,Computer Engineering
0530329310,05303,Electrical Engineering
0530361210,05303,Mechanical Engineering
0530384410,05303,Electronics and Computer Engineering
0532229310,05322,Electrical Engineering
0533024510,05330,Computer Engineering
0533024610,05330,Information Technology
0533037210,05330,Electronics and Telecommunication Engg
0533061210,05330,Mechanical Engineering
0533099510,05330,Artificial Intelligence and Data Science
0533119110,05331,Civil Engineering
0533124510,05331,Computer Engineering
0533129310,05331,Electrical Engineering
0533137210,05331,Electronics and Telecommunication Engg
0533161210,05331,Mechanical Engineering
0536525110,05365,Computer Technology
0537019110,05370,Civil Engineering
0537024510,05370,Computer Engineering
0537029310,05370,Electrical Engineering
0537099510,05370,Artificial Intelligence and Data Science
0538019110,05380,Civil Engineering
0538024510,05380,Computer Engineering
0538024610,05380,Information Technology
0538029310,05380,Electrical Engineering
0538037210,05380,Electronics and Telecommunication Engg
0538061210,05380,Mechanical Engineering
0538099510,05380,Artificial Intelligence and Data Science
0538119110,05381,Civil Engineering
0538124210,05381,Computer Science and Engineering
0538129310,05381,Electrical Engineering
0538161210,05381,Mechanical Engineering
0538199510,05381,Artificial Intelligence and Data Science
0538219110,05382,Civil Engineering
0538224510,05382,Computer Engineering
0538226310,05382,Artificial Intelligence (AI) and Data Science
0538237210,05382,Electronics and Telecommunication Engg
0538261210,05382,Mechanical Engineering
0539019110,05390,Civil Engineering
0539024510,05390,Computer Engineering
0539024610,05390,Information Technology
0539029310,05390,Electrical Engineering
0539061210,05390,Mechanical Engineering
0539092110,05390,Artificial Intelligence and Machine Learning
0539619110,05396,Civil Engineering
0539624510,05396,Computer Engineering
0539629310,05396,Electrical Engineering
0539661210,05396,Mechanical Engineering
0539919110,05399,Civil Engineering
0539924510,05399,Computer Engineering
0539924610,05399,Information Technology
0539929310,05399,Electrical Engineering
0539961210,05399,Mechanical Engineering
0539992110,05399,Artificial Intelligence and Machine Learning
0540119110,05401,Civil Engineering
0540124510,05401,Computer Engineering
0540124610,05401,Information Technology
0540126310,05401,Artificial Intelligence (AI) and Data Science
0540129310,05401,Electrical Engineering
0540161210,05401,Mechanical Engineering
0540184410,05401,Electronics and Computer Engineering
0540819110,05408,Civil Engineering
0540824510,05408,Computer Engineering
0540829310,05408,Electrical Engineering
0540837210,05408,Electronics and Telecommunication Engg
0540861210,05408,Mechanical Engineering
0540924510,05409,Computer Engineering
0540929310,05409,Electrical Engineering
0540937210,05409,Electronics and Telecommunication Engg
0540961210,05409,Mechanical Engineering
0541124510,05411,Computer Engineering
0541129310,05411,Electrical Engineering
0541137210,05411,Electronics and Telecommunication Engg
0541161210,05411,Mechanical Engineering
0541819110,05418,Civil Engineering
0541824510,05418,Computer Engineering
0541826310,05418,Artificial Intelligence (AI) and Data Science
0541829310,05418,Electrical Engineering
0541861210,05418,Mechanical Engineering
0541891610,05418,Automation and Robotics
0543324510,05433,Computer Engineering
0543324610,05433,Information Technology
0543384410,05433,Electronics and Computer Engineering
0543392110,05433,Artificial Intelligence and Machine Learning
0544919110,05449,Civil Engineering
0544924510,05449,Computer Engineering
0544924610,05449,Information Technology
0544929310,05449,Electrical Engineering
0544961210,05449,Mechanical Engineering
0544991710,05449,Data Science
0544992110,05449,Artificial Intelligence and Machine Learning
0549724510,05497,Computer Engineering
0549791710,05497,Data Science
0550924510,05509,Computer Engineering
0550924610,05509,Information Technology
0550937210,05509,Electronics and Telecommunication Engg
0550999510,05509,Artificial Intelligence and Data Science
0551319110,05513,Civil Engineering
0551324510,05513,Computer Engineering
0551337210,05513,Electronics and Telecommunication Engg
0554524210,05545,Computer Science and Engineering
0554524610,05545,Information Technology
0554584410,05545,Electronics and Computer Engineering
0554591710,05545,Data Science
0600419110,06004,Civil Engineering
0600424510,06004,Computer Engineering
0600437210,06004,Electronics and Telecommunication Engg
0600446410,06004,Instrumentation and Control Engineering
0600460210,06004,Automobile Engineering
0600461210,06004,Mechanical Engineering
0600519110,06005,Civil Engineering
0600524610,06005,Information Technology
0600529310,06005,Electrical Engineering
0600537210,06005,Electronics and Telecommunication Engg
0600561210,06005,Mechanical Engineering
0600719110,06007,Civil Engineering
0600724210,06007,Computer Science and Engineering
0600724610,06007,Information Technology
0600729310,06007,Electrical Engineering
0600737610,06007,Electronics Engineering
0600761210,06007,Mechanical Engineering
0602819110,06028,Civil Engineering
0602825410,06028,Computer Science and Technology
0602837210,06028,Electronics and Telecommunication Engg
0602850310,06028,Food Technology
0602850710,06028,Chemical Engineering
0602861210,06028,Mechanical Engineering
0603624210,06036,Computer Science and Engineering
0603626310,06036,Artificial Intelligence (AI) and Data Science
0603629310,06036,Electrical Engineering
0603637210,06036,Electronics and Telecommunication Engg
0603661510,06036,Mechanical & Automation Engineering
0612219110,06122,Civil Engineering
0612224510,06122,Computer Engineering
0612237210,06122,Electronics and Telecommunication Engg
0612261210,06122,Mechanical Engineering
0612291210,06122,Computer Science and Engineering(Data Science)
0613819110,06138,Civil Engineering
0613824510,06138,Computer Engineering
0613824610,06138,Information Technology
0613826310,06138,Artificial Intelligence (AI) and Data Science
0613837210,06138,Electronics and Telecommunication Engg
0613861210,06138,Mechanical Engineering
0613924510,06139,Computer Engineering
0613924610,06139,Information Technology
0613929310,06139,Electrical Engineering
0613937210,06139,Electronics and Telecommunication Engg
0613961210,06139,Mechanical Engineering
0613984410,06139,Electronics and Computer Engineering
0613992110,06139,Artificial Intelligence and Machine Learning
0613999510,06139,Artificial Intelligence and Data Science
0614119110,06141,Civil Engineering
0614124510,06141,Computer Engineering
0614124610,06141,Information Technology
0614126210,06141,Computer Science and Business Systems
0614129310,06141,Electrical Engineering
0614137210,06141,Electronics and Telecommunication Engg
0614161210,06141,Mechanical Engineering
0614191610,06141,Automation and Robotics
0614419110,06144,Civil Engineering
0614424510,06144,Computer Engineering
0614424610,06144,Information Technology
0614437210,06144,Electronics and Telecommunication Engg
0614461210,06144,Mechanical Engineering
0614492110,06144,Artificial Intelligence and Machine Learning
0614499510,06144,Artificial Intelligence and Data Science
0614524510,06145,Computer Engineering
0614524610,06145,Information Technology
0614526310,06145,Artificial Intelligence (AI) and Data Science
0614529310,06145,Electrical Engineering
0614537210,06145,Electronics and Telecommunication Engg
0614561210,06145,Mechanical Engineering
0614619110,06146,Civil Engineering
0614624510,06146,Computer Engineering
0614624610,06146,Information Technology
0614637210,06146,Electronics and Telecommunication Engg
0614650710,06146,Chemical Engineering
0614661210,06146,Mechanical Engineering
0614691110,06146,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0614691210,06146,Computer Science and Engineering(Data Science)
0614692710,06146,Computer Engineering (Software Engineering)
0614919110,06149,Civil Engineering
0614924510,06149,Computer Engineering
0614924610,06149,Information Technology
0614925310,06149,Internet of Things (IoT)
0614937210,06149,Electronics and Telecommunication Engg
0614961210,06149,Mechanical Engineering
0614984410,06149,Electronics and Computer Engineering
0614992110,06149,Artificial Intelligence and Machine Learning
0614999510,06149,Artificial Intelligence and Data Science
0615519110,06155,Civil Engineering
0615524510,06155,Computer Engineering
0615524610,06155,Information Technology
0615526010,06155,Computer Science and Engineering (Cyber Security)
0615529310,06155,Electrical Engineering
0615537210,06155,Electronics and Telecommunication Engg
0615561210,06155,Mechanical Engineering
0615591110,06155,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0615591210,06155,Computer Science and Engineering(Data Science)
0615591310,06155,Computer Science and Engineering (Artificial Intelligence)
0615624510,06156,Computer Engineering
0615624610,06156,Information Technology
0615629310,06156,Electrical Engineering
0615637210,06156,Electronics and Telecommunication Engg
0615661210,06156,Mechanical Engineering
0615699510,06156,Artificial Intelligence and Data Science
0617519110,06175,Civil Engineering
0617524510,06175,Computer Engineering
0617524610,06175,Information Technology
0617537210,06175,Electronics and Telecommunication Engg
0617561210,06175,Mechanical Engineering
0617591110,06175,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0617708210,06177,Bio Technology
0617719110,06177,Civil Engineering
0617724510,06177,Computer Engineering
0617724610,06177,Information Technology
0617737210,06177,Electronics and Telecommunication Engg
0617750710,06177,Chemical Engineering
0617761210,06177,Mechanical Engineering
0617824510,06178,Computer Engineering
0617824610,06178,Information Technology
0617837210,06178,Electronics and Telecommunication Engg
0617861210,06178,Mechanical Engineering
0617924510,06179,Computer Engineering
0617924610,06179,Information Technology
0617937210,06179,Electronics and Telecommunication Engg
0617961210,06179,Mechanical Engineering
0617999510,06179,Artificial Intelligence and Data Science
0618219110,06182,Civil Engineering
0618224510,06182,Computer Engineering
0618224610,06182,Information Technology
0618237210,06182,Electronics and Telecommunication Engg
0618261210,06182,Mechanical Engineering
0618324510,06183,Computer Engineering
0618337210,06183,Electronics and Telecommunication Engg
0618361210,06183,Mechanical Engineering
0618419110,06184,Civil Engineering
0618424510,06184,Computer Engineering
0618424610,06184,Information Technology
0618429310,06184,Electrical Engineering
0618437210,06184,Electronics and Telecommunication Engg
0618461210,06184,Mechanical Engineering
0618524510,06185,Computer Engineering
0618524610,06185,Information Technology
0618529310,06185,Electrical Engineering
0618537210,06185,Electronics and Telecommunication Engg
0618561210,06185,Mechanical Engineering
0618719110,06187,Civil Engineering
0618724510,06187,Computer Engineering
0618724610,06187,Information Technology
0618737210,06187,Electronics and Telecommunication Engg
0618761210,06187,Mechanical Engineering
0620319110,06203,Civil Engineering
0620324510,06203,Computer Engineering
0620326610,06203,Robotics and Artificial Intelligence
0620361210,06203,Mechanical Engineering
0620362410,06203,Mechatronics Engineering
0620399510,06203,Artificial Intelligence and Data Science
0620624510,06206,Computer Engineering
0620624610,06206,Information Technology
0620637210,06206,Electronics and Telecommunication Engg
0620661210,06206,Mechanical Engineering
0620699510,06206,Artificial Intelligence and Data Science
0620719110,06207,Civil Engineering
0620724510,06207,Computer Engineering
0620724610,06207,Information Technology
0620729310,06207,Electrical Engineering
0620737210,06207,Electronics and Telecommunication Engg
0620746610,06207,Instrumentation Engineering
0620761210,06207,Mechanical Engineering
0620791610,06207,Automation and Robotics
0620799510,06207,Artificial Intelligence and Data Science
0621419110,06214,Civil Engineering
0621421910,06214,Robotics and Automation
0621424510,06214,Computer Engineering
0621429310,06214,Electrical Engineering
0621437210,06214,Electronics and Telecommunication Engg
0621456810,06214,Computer Science and Information Technology
0621461210,06214,Mechanical Engineering
0621491110,06214,Computer Science and Engineering(Artificial Intelligence and Machine Learning)
0621719110,06217,Civil Engineering
0621724210,06217,Computer Science and Engineering
0621726310,06217,Artificial Intelligence (AI) and Data Science
0621729310,06217,Electrical Engineering
0621737210,06217,Electronics and Telecommunication Engg
0621761210,06217,Mechanical Engineering
0621784410,06217,Electronics and Computer Engineering
0621792110,06217,Artificial Intelligence and Machine Learning
0621919110,06219,Civil Engineering
0621924210,06219,Computer Science and Engineering
0621929310,06219,Electrical Engineering
0621937210,06219,Electronics and Telecommunication Engg
0621946110,06219,Bio Medical Engineering
0622019110,06220,Civil Engineering
0622024210,06220,Computer Science and Engineering
0622029310,06220,Electrical Engineering
0622037210,06220,Electronics and Telecommunication Engg
0622061210,06220,Mechanical Engineering
0622219110,06222,Civil Engineering
0622224210,06222,Computer Science and Engineering
0622226310,06222,Artificial Intelligence (AI) and Data Science
0622229310,06222,Electrical Engineering
0622237210,06222,Electronics and Telecommunication Engg
0622246510,06222,Technical Textiles
