college_code,Institute Name,Region,District,Status,Autonomy Status,Minority Status,Home University
4192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
4175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4181,"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
4188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",Nagpur,Chandrapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
4197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
5003,"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon",Nashik,Jalgaon,University Department,Non-Autonomous,Non-Minority,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
4285,"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
5004,"Government College of Engineering, Jalgaon",Nashik,Jalgaon,Government,Autonomous,Non-Minority,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
4648,"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4613,"Suryodaya College of Engineering & Technology, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4302,"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara",Nagpur,Bhandara,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4304,"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal. Hingna Hingna Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority,Rashtrasant Tukadoji Maharaj Nagpur University
4679,"Karanjekar College of Engineering & Management, Sakoli",Nagpur,Bhandara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5103,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
4649,"Bajaj Institute of Technology, Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
5121,"K. K. Wagh Institute of Engineering Education and Research, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
5152,"G H Raisoni College of  Engineering and Management, Jalgaon",Nashik,Jalgaon,Un-Aided,Autonomous,Linguistic Minority - Hindi,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
5108,"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
5106,"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5164,"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Linguistic Minority - Gujar,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5170,"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
5161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5172,"R. C. Patel Institute of Technology, Shirpur",Nashik,Dhule,Un-Aided,Autonomous,Linguistic Minority - Gujarathi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Nashik,Ahmednagar,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
5168,"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,Nashik,Un-Aided,Autonomous,Religious Minority - Jain,Savitribai Phule Pune University
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5256,"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5322,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Religious Minority - Muslim,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
5179,"Vishwabharati Academy's College of Engineering, Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Nashik,Nashik,Un-Aided,Non-Autonomous,Religious Minority - Christian,Savitribai Phule Pune University
5370,"Kedareshwar Gramin Vikas Pratishthan, Samajbhushan Eknathrao Dhakane  College, of Engineering, Shevgaon",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5380,"Adsul's Technical Campus, Chas Dist. Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5330,"PUNE VIDYARTHI GRIHAS COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5365,"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha,  Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Religious Minority - Jain,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon"
5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,Nashik,Un-Aided,Non-Autonomous,Religious Minority - Muslim,Savitribai Phule Pune University
5399,"Sanghavi College of Engineering, Varvandi, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5433,"R.C. Patel College of Engineering and Polytechnic, Shirpur",Nashik,Dhule,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5449,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5408,"Vidya Niketan College of Engineering, Bota Sangamner",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5497,"P.G. College of Engineering & Technology, Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
5513,"MKD Institute of Technology, Nadurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
5509,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6122,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6005,"Government College of Engineering, Karad",Pune,Satara,Government,Autonomous,Non-Minority,Shivaji University
6004,"Government College of Engineering & Research, Avasari Khurd",Pune,Pune,Government,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6139,"Progressive Education Society's Modern College of Engineering, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6036,"Government College of Engineering, Kolhapur",Pune,Kolhapur,Government,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6007,"Walchand College of Engineering, Sangli",Pune,Sangli,Government-Aided,Autonomous,Non-Minority,Shivaji University
6028,"Department of Technology, Shivaji University, Kolhapur",Pune,Kolhapur,University Department,Non-Autonomous,Non-Minority,Shivaji University
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6149,"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,Savitribai Phule Pune University
6178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6146,"MIT Academy of Engineering,Alandi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,Pune,Un-Aided,Autonomous,Linguistic Minority - Hindi,Savitribai Phule Pune University
6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6179,"Indira College of Engineering & Management, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Pune,Pune,Un-Aided,Non-Autonomous,Religious Minority - Muslim,Savitribai Phule Pune University
6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6185,Sinhgad Institute of Technology,Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6187,"Sinhgad Academy of Engineering, Kondhwa (BK)  Kondhwa-Saswad Road, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6206,"Pune District Education  Association's College of Engineering, Manjari(Bk), Hadapsar, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Pune,Sangli,Un-Aided,Autonomous,Non-Minority,Shivaji University
6207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil  Institute of Technology, Pimpri, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Pune,Solapur,Un-Aided,Autonomous,Non-Minority,Punyashlok Ahilyadevi Holkar Solapur University
6217,"Shri. Balasaheb Mane Shikshan  Prasarak Mandal's, Ashokrao Mane Group of Institutions",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6219,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6271,Pune Institute of Computer Technology,Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Pune,Solapur,Un-Aided,Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6250,"D.Y. Patil College of Engineering and Technology, Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6265,"Walchand Institute of Technology, Solapur",Pune,Solapur,Un-Aided,Autonomous,Religious Minority - Jain,Punyashlok Ahilyadevi Holkar Solapur University
6270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6269,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6277,"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,Shivaji University
6274,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of  Management,  Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Pune,Sangli,Un-Aided,Autonomous,Non-Minority,Shivaji University
6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6281,"Modern Education Society's Wadia College of Engineering, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,Shivaji University
6293,"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,Punyashlok Ahilyadevi Holkar Solapur University
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority,Savitribai Phule Pune University
6303,"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,Shivaji University
6307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6305,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6315,Sanjeevan Group of Institutions,Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6324,"Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of Engineering, Bhor",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6325,"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,Savitribai Phule Pune University
6326,Karmayogi Institute of Technology,Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6466,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6402,"NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6632,Navsahyadri Education Society's Group of Institutions,Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6622,ISBM College Of Engineering Pune,Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,Savitribai Phule Pune University
6468,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6609,"Jaihind College Of Engineering,Kuran",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6545,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority,"Dr. Babasaheb Ambedkar Technological University,Lonere"
6628,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6634,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority,Savitribai Phule Pune University
6643,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,Punyashlok Ahilyadevi Holkar Solapur University
6640,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority,Punyashlok Ahilyadevi Holkar Solapur University
